0_position_0, 0_position_1, 0_velocity_0, 0_velocity_1, 0_total_force_0, 0_total_force_1, 0_ang_0, 1_position_0, 1_position_1, 1_velocity_0, 1_velocity_1, 1_total_force_0, 1_total_force_1, 1_ang_0, 2_position_0, 2_position_1, 2_velocity_0, 2_velocity_1, 2_total_force_0, 2_total_force_1, 2_ang_0, 3_position_0, 3_position_1, 3_velocity_0, 3_velocity_1, 3_total_force_0, 3_total_force_1, 3_ang_0
52.5183058993, 52.5183058993, 2.23295522907, 2.23295522907, -587.501772598, -587.501772598, 0.785398163397, 97.4816941007, 52.5183058993, -2.23295522907, 2.23295522907, 587.501772598, -587.501772598, 2.35619449019, 52.5183058993, 97.4816941007, 2.23295522907, -2.23295522907, -567.918380178, 567.918380178, -0.785398163397, 97.4816941007, 97.4816941007, -2.23295522907, -2.23295522907, 587.501772598, 587.501772598, -2.35619449019
52.2772275291, 52.2772275291, -16.6976574435, -16.6976574435, -567.918380178, -567.918380178, -2.35619449019, 97.7227724709, 52.2772275291, 16.6976574435, -16.6976574435, 567.918380178, -567.918380178, -0.785398163397, 52.2772275291, 97.7227724709, -16.6976574435, 16.6976574435, 865.225794867, -865.225794867, 2.35619449019, 97.7227724709, 97.7227724709, 16.6976574435, 16.6976574435, 567.918380178, 567.918380178, 0.785398163397
52.2013199448, 52.2013199448, 12.1432023854, 12.1432023854, 865.225794867, 865.225794867, 0.785398163397, 97.7986800552, 52.2013199448, -12.1432023854, 12.1432023854, -865.225794867, 865.225794867, 2.35619449019, 52.2013199448, 97.7986800552, 12.1432023854, -12.1432023854, -577.828627335, 577.828627335, -0.785398163397, 97.7986800552, 97.7986800552, -12.1432023854, -12.1432023854, -865.225794867, -865.225794867, -2.35619449019
52.2850774536, 52.2850774536, -7.11775185911, -7.11775185911, -577.828627335, -577.828627335, -2.35619449019, 97.7149225464, 52.2850774536, 7.11775185911, -7.11775185911, 577.828627335, -577.828627335, -0.785398163397, 52.2850774536, 97.7149225464, -7.11775185911, 7.11775185911, 855.645889283, -855.645889283, 2.35619449019, 97.7149225464, 97.7149225464, 7.11775185911, 7.11775185911, 577.828627335, 577.828627335, 0.785398163397
52.5231778856, 52.5231778856, 21.4037777837, 21.4037777837, 855.645889283, 855.645889283, 0.785398163397, 97.4768221144, 52.5231778856, -21.4037777837, 21.4037777837, -855.645889283, 855.645889283, 2.35619449019, 52.5231778856, 97.4768221144, 21.4037777837, -21.4037777837, -587.089202733, 587.089202733, -0.785398163397, 97.4768221144, 97.4768221144, -21.4037777837, -21.4037777837, -855.645889283, -855.645889283, -2.35619449019
52.9104764769, 52.9104764769, 1.83413769255, 1.83413769255, -587.089202733, -587.089202733, 0.785398163397, 97.0895235231, 52.9104764769, -1.83413769255, 1.83413769255, 587.089202733, -587.089202733, 2.35619449019, 52.9104764769, 97.0895235231, 1.83413769255, -1.83413769255, -567.519562642, 567.519562642, -0.785398163397, 97.0895235231, 97.0895235231, -1.83413769255, -1.83413769255, 587.089202733, 587.089202733, -2.35619449019
52.6563257541, 52.6563257541, -17.0831810622, -17.0831810622, -567.519562642, -567.519562642, -2.35619449019, 97.3436742459, 52.6563257541, 17.0831810622, -17.0831810622, 567.519562642, -567.519562642, -0.785398163397, 52.6563257541, 97.3436742459, -17.0831810622, 17.0831810622, 865.611318486, -865.611318486, 2.35619449019, 97.3436742459, 97.3436742459, 17.0831810622, 17.0831810622, 567.519562642, 567.519562642, 0.785398163397
52.5677815623, 52.5677815623, 11.770529554, 11.770529554, 865.611318486, 865.611318486, 0.785398163397, 97.4322184377, 52.5677815623, -11.770529554, 11.770529554, -865.611318486, 865.611318486, 2.35619449019, 52.5677815623, 97.4322184377, 11.770529554, -11.770529554, -577.455954503, 577.455954503, -0.785398163397, 97.4322184377, 97.4322184377, -11.770529554, -11.770529554, -865.611318486, -865.611318486, -2.35619449019
52.6393236838, 52.6393236838, -7.47800226275, -7.47800226275, -577.455954503, -577.455954503, -2.35619449019, 97.3606763162, 52.6393236838, 7.47800226275, -7.47800226275, 577.455954503, -577.455954503, -0.785398163397, 52.6393236838, 97.3606763162, -7.47800226275, 7.47800226275, 856.006139687, -856.006139687, 2.35619449019, 97.3606763162, 97.3606763162, 7.47800226275, 7.47800226275, 577.455954503, 577.455954503, 0.785398163397
52.8656159082, 52.8656159082, 21.0555357268, 21.0555357268, 856.006139687, 856.006139687, 0.785398163397, 97.1343840918, 52.8656159082, -21.0555357268, 21.0555357268, -856.006139687, 856.006139687, 2.35619449019, 52.8656159082, 97.1343840918, 21.0555357268, -21.0555357268, -586.740960676, 586.740960676, -0.785398163397, 97.1343840918, 97.1343840918, -21.0555357268, -21.0555357268, -856.006139687, -856.006139687, -2.35619449019
